,id,handle,text
5315,709362309819404289,realDonaldTrump,"We don't have a country- if we don't have borders. #VoteTrump 
Video: https://t.co/wG4RgOi1bW https://t.co/oAXBvcKIsr"
5316,709170599579545600,realDonaldTrump,"Just received from @PeteRose_14. 
Thank you Pete! #VoteTrump on 
Tuesday Ohio! #Trump2016
#MakeAmericaGreatAgain https://t.co/UvP03n7dQq"
5318,709115011487178756,realDonaldTrump,LYIN' TED https://t.co/Q0qXDGCN1l
5319,709089928324489216,realDonaldTrump,The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!
5320,709083187775979521,realDonaldTrump,Because Gov. Kasich cannot run in the state of Pennsylvania-he cannot win the nomination- &amp; should not be allowed to compete in Ohio on Tue.
5321,709063220150013952,realDonaldTrump,"Carly Fiorina- I agree! Ted Cruz is just another politician. All talk- no action!
https://t.co/08xkEBD8Be"
5322,709063098871779328,realDonaldTrump,"Thank you Kevin. With unification of the party, Republican wins will be massive! 
https://t.co/1rmyCGSlsV"
5323,709028677497921537,realDonaldTrump,"Gov.Kasich of Ohio just stated on a morning show that he doesn't watch politics or anything on television, he only watches the @GolfChannel"
5324,708985532483837953,realDonaldTrump,"Ohio Gov.Kasich voted for NAFTA, from which Ohio has never recovered. Now he wants TPP, which will be even worse. Ohio steel and coal dying!"
5325,708983126601682944,realDonaldTrump,"Bernie Sanders is lying when he says his disruptors aren't told to go to my events. Be careful Bernie, or my supporters will go to yours!"
5326,708979864704049152,realDonaldTrump,"""@alextrent4: It is repulsive that Trump was assaulted+politicians used that 2 further themselves+2 further victimize Trump! DISGUSTING!!"""
5327,708857632816287744,realDonaldTrump,"Wow, Kasich didn't qualify to run in the state of Pennsylvania, not enough signatures. Big problem!"
5329,708800227994537984,realDonaldTrump,USSS did an excellent job stopping the maniac running to the stage. He has ties to ISIS. Should be in jail! https://t.co/tkzbHg7wyD?ssr=true
5330,708786643512066048,realDonaldTrump,"Do the people of Ohio know that John Kasich is STRONGLY in favor of Common Core! In other words, education of your children from D.C. No way"
5331,708780035516157952,realDonaldTrump,"#EndCommonCore #Trump2016
Video: https://t.co/krYK2DiAlh https://t.co/RAH45igqJI"
5332,708749781519212544,realDonaldTrump,"Just finished my second speech. 20K in Dayton &amp; 25K in Cleveland- perfectly behaved crowd. Thanks- I love you, Ohio! https://t.co/IDmwG5FQsw"
5333,708723421106937857,realDonaldTrump,It is Clinton and Sanders people who disrupted my rally in Chicago - and then they say I must talk to my people. Phony politicians!
5334,708720448335437824,realDonaldTrump,The last person that Hillary or Bernie want to run against is Donald Trump --- and that is fact!
5335,708715949138911232,realDonaldTrump,"We are asking law enforcement to check for dishonest early voting in Florida- on behalf of little Marco Rubio. 
No way to run a country!"
5336,708715781199044609,realDonaldTrump,"Word is-early voting in FL is very dishonest. Little Marco, his State Chairman, &amp; their minions are working overtime-trying to rig the vote."
5337,708714849027497984,realDonaldTrump,"The rally in Cincinnati is ON. Media put out false reports that it was cancelled! 
#MakeAmericaGreatAgain #Trump2016"
5338,708714838520762369,realDonaldTrump,"Thank you Dayton, Ohio! 20,000 supporters- largest in airport history! #MakeAmericaGreatAgain #Trump2016 https://t.co/ry2p5qGcFt"
5339,708667676768522240,realDonaldTrump,MAKE AMERICA GREAT AGAIN!
5340,708667476628922369,realDonaldTrump,"On my way to Dayton, Ohio. Will be there soon!"
5341,708662621596213250,realDonaldTrump,The rally in Cincinnati is ON. Media put out false reports that it was cancelled. Will be great - love you Ohio!
5342,708658225198006273,realDonaldTrump,"Ohio had the biggest budget increase in the U.S. If it were not for striking oil, they would be bust! Governor Kasich in favor of TPP fraud!"
5343,708647560399949825,realDonaldTrump,Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!
5344,708619775153475584,realDonaldTrump,"The organized group of people, many of them thugs, who shut down our First Amendment rights in Chicago, have totally energized America!"
5345,708472737992409090,realDonaldTrump,I just got off the phone with the great people of Guam! Thank you for your support! #VoteTrump today! #Trump2016
5346,708428041232490496,realDonaldTrump,Great news! Thank you Governor Ralph DLG Torres! #Trump2016  https://t.co/hXwAK3iyPk
5347,708422379366686721,realDonaldTrump,It means so much to me- receiving an endorsement from Phyllis Schlafly. A truly great woman &amp; conservative. https://t.co/11rEMu99qc
5348,708403542009253889,realDonaldTrump,"Thank you St. Louis, Missouri! 
#MakeAmericaGreatAgain #Trump2016
https://t.co/qM1Mwq05j2 https://t.co/MxVFHvHfS3"
5349,708390521023008769,realDonaldTrump,"Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's @NYDailyNews"
5350,708351381678088192,realDonaldTrump,https://t.co/ZQ0osiFEJQ
5351,708332792028008448,realDonaldTrump,"Dr. Ben Carson- I concur. 

""I believe in God who can change people- he can make any of us better.""
@RealBenCarson"
5357,708183163969740800,realDonaldTrump,Thank you! #GOPDebate https://t.co/BuJ1YFkjvm
5358,708171902091563009,realDonaldTrump,"""@JaredWyand: Let's be clear.. #NeverTrump is about ""Never someone we don't own"" You either play into it &amp; let them win or vote Trump."
5359,708169684617535489,realDonaldTrump,"Thank you America! #Trump2016
#MakeAmericaGreatAgain https://t.co/8B0J8Xt3dh"
5360,708158581363888128,realDonaldTrump,Thank you Mark. #GOPDebate  https://t.co/jeaiAvgEEC
5361,708158520831553536,realDonaldTrump,"""@adriparsonss: @The_Trump_Train @realDonaldTrump #Donald Trump is your man America. He is the best!! Vote for him!"" Thank you!"
5362,708045086135881728,realDonaldTrump,"Wow, you are all correct about @FoxNews - totally biased and disgusting reporting."
5363,707702633260261377,realDonaldTrump,"Another Dishonest Politician 
#LightweightSenatorMarcoRubio https://t.co/w7G5vJ511O"
5364,707697346646245376,realDonaldTrump,"Keep lightweight Marco and his friends out of the White House. 
#MakeAmericaGreatAgain #Trump2016 https://t.co/hNkkRx66Hc"
5365,707683931609550848,realDonaldTrump,"Phony Club For Growth tried to shake me down for one million dollars, &amp; is now putting out nasty negative ads on me. They are total losers!"
5366,707470040954761216,realDonaldTrump,Thank you Hawaii! #Trump2016
5367,707415229794275330,realDonaldTrump,This was a great evening- I would like to thank everyone for their wonderful support.
5369,707386022569623552,realDonaldTrump,Thank you Michigan! #Trump2016
5370,707377544224509952,realDonaldTrump,Thank you Mississippi! #Trump2016
5371,707374051581362176,realDonaldTrump,Thank you! #Trump2016 https://t.co/WvTkL8mMHY
5372,707373529818386434,realDonaldTrump,"Thank you America! #Trump2016
https://t.co/jOD54EGGmG"
5373,707354724182441984,realDonaldTrump,"Word is I am doing very well in Michigan and Mississippi! Wow, and with all that money spent against me! Will be going to Trump Jupiter now!"
5374,707353658883706880,realDonaldTrump,"I hear @NBCNews / @WSJ came out with another one of their phony polls. While I am leading, they are totally discredited after last S.C. poll"
5376,707309366064578564,realDonaldTrump,"The negative television commercials about me, paid for by the politicians bosses, are a total #Mediafraud. When you watch, remember!"
5377,707262742688882688,realDonaldTrump,"Hawaii:
https://t.co/MnIlk2l9hP
Idaho:
https://t.co/7y5RxLpZRQ
Mississippi:
https://t.co/n43cPeJIqa
Michigan:
https://t.co/GL5JiZbqIc"
5378,707261100061020162,realDonaldTrump,"#VoteTrumpID! #Trump2016
https://t.co/c6NHn6d6jX"
5379,707260748020449280,realDonaldTrump,"#VoteTrumpHI! #Trump2016
https://t.co/cCCLxnisSO"
5380,707259809888915457,realDonaldTrump,"#VoteTrumpMI! #Trump2016
https://t.co/IWMxISjH6L"
5381,707259515222278146,realDonaldTrump,"#VoteTrumpMS! #Trump2016
https://t.co/KaHD0uENla"
5382,707258582501302272,realDonaldTrump,"Mitt Romney had his chance and blew it. Lindsey Graham ran for president, got ZERO, and quit! Why are they now spokesmen against me? Sad!"
5383,707239753352093696,realDonaldTrump,"Remember, I am the only one who is self-funding my campaign. All of the other candidates are bought and paid for by special interests!"
5384,707237490780934144,realDonaldTrump,"Sun Sentinel says: Rubio lacks the experience, work ethic and gravitas needed to be president. HE HAS NOT EARNED YOUR VOTE!"
5385,707226089496690688,realDonaldTrump,"""@EricTrump: Wishing our father tremendous luck in Michigan, Mississippi, Idaho &amp; Hawaii today! Amazing father! https://t.co/cYpx4eC9W @Q"""
5386,707225317648240640,realDonaldTrump,MAKE AMERICA GREAT AGAIN!
5387,707225181513719808,realDonaldTrump,Thank you @EricTrump! https://t.co/U1iTLmcbAc
5388,707208682669543425,realDonaldTrump,"Michigan, Mississippi, Idaho &amp; Hawaii: Get out to VOTE and join the movement today! Video: https://t.co/fJw8Ax7E8P https://t.co/ZDbarevYAc"
5389,707037002911375360,realDonaldTrump,The Club for Growth is a very dishonest group. They represent conservative values terribly &amp; are bad for America. https://t.co/rnGoaprYuA
5390,707036759570382849,realDonaldTrump,"People forget, it was Club for Growth that asked me for $1 million. I said no &amp; they went negative. Extortion! https://t.co/oq8jmoep7i"
5391,707034934804873216,realDonaldTrump,"Ted Cruz Was For Welcoming Syrian Refugees Before He Was Against It
https://t.co/zw4o1DJgfB"
5392,707029354921009152,realDonaldTrump,"I employ many people in Hawaii at my great hotel in Honolulu. I’ll be there very soon. Vote for me, Hawaii!"
5393,707020422672474112,realDonaldTrump,"Cruz came to Mississippi, there was nobody there, he left the state. I had a rally in Madison, MS with 10,000! 
Thank you!"
5394,707004752756936704,realDonaldTrump,I will be interviewed by @SeanHannity tonight at 10pm EST on @FoxNews! Enjoy!
5395,706989946268213248,realDonaldTrump,"New ad concerning lightweight Senator Marco Rubio: 
https://t.co/cNe0skpB5i"
5396,706974796509286400,realDonaldTrump,"Thank you Idaho! I love your potatoes- 
nobody grows them better. As 
President, I will protect your market. https://t.co/kqx8un1jnw"
5397,706971409818492929,realDonaldTrump,"Lightweight Senator Marco Rubio features Trump Univ. students in FL. attack ads- who submitted ""excellent"" reviews. https://t.co/JGTD590pKE"
5398,706961650083954688,realDonaldTrump,"""@justin_sellers: Setup is underway @realDonaldTrump rally in Madison. #MSPrimary https://t.co/1HLgixbqia"" Thank you!"
5399,706953562316603392,realDonaldTrump,"It was great being in Michigan. Remember, I am the only presidential candidate who will bring jobs back to the U.S.and protect car industry!"
5400,706884676263276544,realDonaldTrump,Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!
5401,706862721405468672,realDonaldTrump,"Leaving for North Carolina. Big crowd, will be fun!"
5402,706840633508536320,realDonaldTrump,Congratulation to Adam Scott and all of the folks at Trump National Doral on producing a really great WGC Tournament. Amazing finish!
5403,706829345143316480,realDonaldTrump,"I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida"
5404,706827555622547456,realDonaldTrump,"We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of  $'s in false ads!"
5405,706812638215303168,realDonaldTrump,"Lindsey Graham is all over T.V., much like failed 47% candidate Mitt Romney. These nasty, angry, jealous  failures have ZERO credibility!"
5406,706808780600844288,realDonaldTrump,"Failed presidential candidate Lindsey Graham should respect me. I destroyed his run, brought him from 7% to 0% when he got out. Now nasty!"
5407,706675395811266560,realDonaldTrump,How do you fight millions of dollars of fraudulent commercials pushing for crooked politicians? I will be using Facebook &amp; Twitter. Watch!
5408,706674352167772160,realDonaldTrump,"All of the phony T.V. commercials against me are bought and payed for by SPECIAL INTEREST GROUPS, the bandits that tell your pols what to do"
5409,706629785263460352,realDonaldTrump,"""@Janetlarose1: @realDonaldTrump @FaceTheNation @jdickerson WASHINGTON VERSUS TRUMP ❤ &amp;TRUMPS SUPPORTERS ... #TRUMPDOG"""
5410,706629099217920000,realDonaldTrump,"""@ChadRowland3:  @jdickerson @FaceTheNation A solid interview and a fair one. Great job Mr. Trump. Keep up the good work. #TrumpTrain"""
5411,706544678980734976,realDonaldTrump,.@meetthepress and @chucktodd did a 1 hour hit job on me today – totally biased and mostly false. Dishonest media!
5412,706543741088067584,realDonaldTrump,I am at Trump National Doral-best resort in U.S. Rory and Adam Scott are doing great! Watch on NBC at 3:00 P.M.  MAKE AMERICA GREAT AGAIN!
5413,706540601026744321,realDonaldTrump,Thank you to @jdickerson and @FaceTheNation for a very fair and professional interview this morning. No wonder you are #1 in the ratings!
5414,706532975782006784,realDonaldTrump,"Fraud lightweight Marco made a TV ad on TrumpU featuring 2 people who signed these letters: https://t.co/tSpFBn6Rux
https://t.co/KFmotmqfnN"
5415,706531628525428744,realDonaldTrump,The primary plaintiff in the phony Trump University suit wants to abandon the case. Disgraceful!
5416,706531291018170369,realDonaldTrump,"Nancy Reagan, the wife of a truly great President, was an amazing woman. She will be missed!"
5417,706531140195196932,realDonaldTrump,"David Brooks, of the New York Times, is closing in on being the dumbest of them all. He doesn’t have a clue."
5418,706530975992381441,realDonaldTrump,Thank you Michigan! #Trump2016 https://t.co/ttwwvrTjwE
5419,706505531364679680,realDonaldTrump,FLORIDA: Do not miss this opportunity to #MakeAmericaGreatAgain! Thank you @IvankaTrump: https://t.co/LHRNDKsoKh https://t.co/7cnWT9RGSr
5420,706467532291624960,realDonaldTrump,I will be interviewed on @FaceTheNation this morning. Enjoy!  @jdickerson
5421,706353772751163392,realDonaldTrump,".@FoxNews is devastated that lightweight Senator Marco Rubio got trounced tonight and is the big loser. I won the two big states, great!"
5422,706325441028689921,realDonaldTrump,"Thank you Kentucky! #Trump2016
#SuperSaturday"
5423,706311590321246209,realDonaldTrump,"Thank you Louisiana! #Trump2016
#SuperSaturday"
5425,706188719548723200,realDonaldTrump,"I will be at the Cadillac World Golf Championship @TrumpDoral in Miami tomorrow! Rory, Phil, Bubba, Adam, and Dustin all at the top!"
5426,706185780109185024,realDonaldTrump,"Thank you Willie Robertson! 
#VoteTrump #MakeAmericaGreatAgain  https://t.co/0TUpaNfUmR"
5427,706185049796943873,realDonaldTrump,I would love to be at the Cadillac World Golf Championship @TrumpDoral in Miami- but even more so in Orlando with the #TrumpTrain!
5428,706179933480099840,realDonaldTrump,I am watching two clown announcers on @FoxNews as they try to build up failed presidential candidate #LittleMarco. Fox News is in the bag!
5429,706179514611724288,realDonaldTrump,"Romney's failed advisors, like campaign mgr Stuart Stevens are all over TV telling people how to win. But they lost- don't know how to win!"
5430,706176828843663360,realDonaldTrump,".@MittRomney was a disaster candidate who had no guts and choked! Romney is a total joke, and everyone knows it!"
5431,706168204259758080,realDonaldTrump,"Thank you, Kansas! The line going into the Orlando event is over a mile long. Massive crowd expected. Leaving Kansas now, be there soon!"
5432,706153159085821952,realDonaldTrump,#CaucusForTrump #Trump2016  https://t.co/pTUlDXgPkP
5433,706152400982179845,realDonaldTrump,Getting ready to make my speech at #KansasCaucus. A great honor! #MakeAmericaGreatAgain #Trump2016
5434,706152166205992960,realDonaldTrump,Thank you Kansas! Thousands of people inside- and thousands outside who couldn't get into the hall. Really amazing! #CaucusForTrump
5435,706150457396170753,realDonaldTrump,"To the people of Kentucky, 
Rand Paul didn't want you. Now he runs back due to his presidential failure. 
#VoteTrump #MakeAmericaGreatAgain"
5436,706149793697902592,realDonaldTrump,"Why would anyone in Kentucky listen to failed presidential candidate Rand Paul re: caucus. Made a fool of himself (1%.)
KY his 2nd choice!"
5437,706127055285391361,realDonaldTrump,"Will be in Orlando, Florida, this afternoon. 25,000 people expected. This is a movement like our GREAT COUNTRY has never seen before!"
5438,706119343289962496,realDonaldTrump,"Wow, big lines in Kansas."
5439,706107571401134080,realDonaldTrump,"For all of today's voters please remember that I am the only candidate that is self funding my campaign, I am not bought and paid for!"
5440,706105503202410496,realDonaldTrump,"Great time last night in Louisiana. Big and energetic crowd. Go out and vote now, polls open. MAKE AMERICA GREAT AGAIN!"
5441,706104797229780993,realDonaldTrump,"I am in Kansas. Will be an exciting day. Big speech this morning in Wichita, and then go to caucus. Sorry CPAC (the format was fine!)."
5442,705963367647698944,realDonaldTrump,"Join me in Wichita, Kansas tomorrow morning! Looking forward to it!
#MakeAmericaGreatAgain #Trump2016
https://t.co/HtVKgLdKcp"
5443,705946245290987520,realDonaldTrump,"Thank you New Orleans, Louisiana!
#MakeAmericaGreatAgain #VoteTrump
https://t.co/tI1h9xT9GX https://t.co/0bf7BOlWEj"
5445,705874162372517888,realDonaldTrump,"Join me in Wichita, Kansas tomorrow morning! Looking forward to it!
#MakeAmericaGreatAgain #Trump2016
https://t.co/HtVKgLvlAZ"
5446,705861265202221056,realDonaldTrump,"Thank you Cadillac, Michigan! #VoteTrumpMI on 3/8/2016. We will MAKE AMERICA GREAT AGAIN!
https://t.co/8RDmQCbHce https://t.co/94mFPx0EgH"
5447,705821213298446337,realDonaldTrump,"#VoteTrumpKS #Trump2016
March 5, 2016 | Wichita, Kansas: 
https://t.co/BkvBzvsJ12 https://t.co/Q8eZU9yi6W"
5448,705809043034664961,realDonaldTrump,U.S. Senator Bob Corker (R-Tenn.) issued the following statement today regarding the 2016 presidential election: https://t.co/79y1KgC7S4
5449,705793784093745153,realDonaldTrump,"Thank you Macomb County, Michigan! #MakeAmericaGreatAgain #Trump2016 https://t.co/9TBvy6obcE"
5450,705731821489807364,realDonaldTrump,"""@SirHatchporch: Mary Kissel is an SNL character, right? She's not a real person, right? #MorningJoe""  She is a major loser - no clue!"
5451,705731353308962816,realDonaldTrump,"""@AngieSteinberg: GET THAT POS WSJ LIAR FANTASY PUNDIT @marykissel OFF THE AIR. Blah blah. A real dummy! @Morning_Joe @realDonaldTrump"
5452,705727745385435136,realDonaldTrump,"Thank you America! #Trump2016 
https://t.co/fNMPlXpkFf https://t.co/W1biUNTvFk"
5453,705624889282068480,realDonaldTrump,"MY POSITION ON VISAS
#MakeAmericaGreatAgain #Trump2016
https://t.co/JGmOd5gr5z https://t.co/OLg6N3Ug9U"
5454,705611414128500736,realDonaldTrump,"The Better Business Bureau report, with an A rating for Trump University. #GOPDebate https://t.co/ldJ5EFp3HM https://t.co/1K9u09CFQQ"
5455,705565746676551680,realDonaldTrump,"Rubio puts out ad that my pilot was a drug dealer- not true, not my pilot! Guy owned helicopter company- don't think I ever even used."
5456,705563410528915457,realDonaldTrump,"Senator Sessions will serve as the 
Chairman of my National Security 
Advisory Committee. https://t.co/jQed1P6SD9 https://t.co/n83Cbs4jtA"
5457,705486546644774912,realDonaldTrump,"THANK YOU PORTLAND, Maine!
#MakeAmericaGreatAgain #Trump2016
https://t.co/6lMFR6z8xO https://t.co/eKGxNbG6wD"
5458,705424888945836032,realDonaldTrump,On my way to see the great people of Maine. Will be landing in Portland in 2 hours. Look forward to it! #Trump2016
5459,705420338985897984,realDonaldTrump,Will miss @RealBenCarson tonight at the #GOPDebate. I hope all of Ben's followers will join the #TrumpTrain. We will never forget.
5460,705413209365323776,realDonaldTrump,Go to Trump Doral in Miami and watch the World Golf Championship! On NOW!
5461,705399128180789248,realDonaldTrump,"""@blt21muttrades: People are just mad that you're doing so good so they are gonna do they're best to stop you. Not gonna happen #MAGA"""
5462,705398891110334465,realDonaldTrump,"""@CreativeXwalk: @realDonaldTrump teaching the GOP how to lose four years ago was not enough. Now Romney wants to do it again."""
5463,705397628276707328,realDonaldTrump,The phony lawsuit against Trump U could have been easily settled by me but I want  to go to court. 98% approval rating by students. Easy win
5465,705362027901009921,realDonaldTrump,Why did Mitt Romney BEG me for my endorsement four years ago?
5466,705358901349388289,realDonaldTrump,"I am the only one who can beat Hillary Clinton. I am not a Mitt Romney, who doesn't know how to win. Hillary wants no part of ""Trump"""
5467,705357122859614209,realDonaldTrump,"Why would the great people of Florida vote for a guy who, as a Senator, never even shows up to vote - worst record. Marco Rubio is a joke!"
5468,705354682886201348,realDonaldTrump,"I have brought millions of people into the Republican Party, while the Dems are going down. Establishment wants to kill this movement!"
5469,705352657234481152,realDonaldTrump,"Failed candidate Mitt Romney,who ran one of the worst races in presidential history,is working with the establishment to bury a big ""R"" win!"
5470,705235874632638464,realDonaldTrump,"""@malski1954: I changed parties to vote for you, no one else measures up to you, The GOPe needs a reality check. Our country is at stake"""
5471,705234524012224512,realDonaldTrump,Looks like two-time failed candidate Mitt Romney is going to be telling Republicans how to get elected. Not a good messenger!
5472,705230846249324544,realDonaldTrump,Millions of dollars being spent on false TV ads by special interest groups who own Rubio &amp; Cruz.When you see them think of your puppet POLS
5473,705229104426176514,realDonaldTrump,"""@Johnsmi01433966: The establishment doesn't like you because they can't control you and get you to lie to us and keep ripping us off."""
5474,705227593205878784,realDonaldTrump,"Because of me, the Republican Party has taken in millions of new voters, a record. If they are not careful, they will all leave. Sad!"
5475,705213112463577088,realDonaldTrump,"#MakeAmericaGreatAgain #Trump2016
Video: https://t.co/IbcE5tsRf7 https://t.co/bHqg1rkFy3"
5476,705179512254951424,realDonaldTrump,"I would love to see the Republican party and everyone get together- and unify.
Video: https://t.co/RWEnPUJO23 https://t.co/RT8Gmf6WHL"
5477,705174403164860416,realDonaldTrump,Just another desperate move by the man who should have easily beaten Barrack Obama. (2/2)
5478,705174362530430976,realDonaldTrump,Failed Presidential Candidate Mitt Romney is having a news conference tomorrow to criticize me. (1/2)
5479,705173204948656129,realDonaldTrump,I am going to repeal and replace ObamaCare! Read more about my positions on healthcare reform here: https://t.co/WwIVhIud06
5480,705170546003218432,realDonaldTrump,.@CNN poll just hit 49% for Trump. Interesting how my numbers have gone so far up since lightweight Marco Rubio has turned nasty. Love it!
5481,705149907183738880,realDonaldTrump,"""@HavBat22: @TeamCavuto #KenLangone is 100% correct #NeilCavuto. And u and the rest of u #Fox muppets refuse to HEAR HIM."" So true!"
5482,705148300064907265,realDonaldTrump,"Why can't the leaders of the Republican Party see that I am bringing in new voters by the millions-we are creating a larger, stronger party!"
5483,705119106052308992,realDonaldTrump,"My wife @MELANIATRUMP will be #OnTheRecord w/ @greta tonight at 7pmE on @FoxNews. Enjoy! 
https://t.co/yxrRkJJSGG https://t.co/Trv1hj9hRI"
5484,705102512718782465,realDonaldTrump,"""@KinnardJan: @Itsjoeco @realDonaldTrump I took Trump University class and saved my home!"""
5485,705094976376541184,realDonaldTrump,"Marco Rubio lost big last night. I even beat him in Virginia, where he spent so much time and money. Now his bosses are desperate and angry!"
5486,705093158191951872,realDonaldTrump,"Why would anyone in Florida vote for lightweight Senator Marco Rubio. Check out his credit card scam, his house sale &amp; his no show voting!"
5487,705088689295245312,realDonaldTrump,The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me.
5488,705006030841720832,realDonaldTrump,"""@JoeNBC: FOX calls Virginia for Trump. If it holds, it's a big win for Trump and a big setback for Rubio, who needed to win the state."
5489,705005540326383616,realDonaldTrump,"""@JoeNBC: Marco Rubio just criticized Ted Cruz for underperforming tonight. Wow. #SuperTuesday"""
5490,705005491949314048,realDonaldTrump,"""@NorahODonnell: Looks like Rubio won't get any delegates from TX or AL because he didn't meet 20% threshold."""
5491,705005396818305024,realDonaldTrump,"""@mikiebarb: ""A nearly impossible path to the GOP nomination"" for Rubio, says @apalmerdc: https://t.co/zCTpSAjPvc …"""
5492,705003756543410176,realDonaldTrump,"""@danpfeiffer: For the record, most Democrats would much rather face Cruz than Trump""  So true!"
5493,704895509274693632,realDonaldTrump,"Thank you Vermont! #Trump2016
#SuperTuesday"
5494,704880376892813312,realDonaldTrump,"Thank you Arkansas! #Trump2016
#SuperTuesday"
5495,704846146657722368,realDonaldTrump,"Thank you Virginia! #Trump2016
#SuperTuesday"
5496,704834185471598592,realDonaldTrump,"Thank you Alabama! #Trump2016
#SuperTuesday"
5497,704834141565657088,realDonaldTrump,"Thank you Tennessee! #Trump2016
#SuperTuesday"
5498,704834059915104256,realDonaldTrump,Thank you Massachusetts! #Trump2016 #SuperTuesday
5499,704818842153971712,realDonaldTrump,"Thank you Georgia!
#SuperTuesday #Trump2016"
5500,704792956507709440,realDonaldTrump,"Wow! Thank you Louisville, Kentucky! 
#VoteTrump on 3/5/2016! Lets #MakeAmericaGreatAgain!
https://t.co/frO6s3NKpp https://t.co/xFwWRrro3l"
5501,704769025000263682,realDonaldTrump,"Lets go America! Get out &amp; #VoteTrump! #Trump2016
#MakeAmericaGreatAgain!
#SuperTuesday https://t.co/w0eAglHeh8 https://t.co/rGanPzZHmS"
5502,704756216157839360,realDonaldTrump,MAKE AMERICA GREAT AGAIN!
5504,704751567094812672,realDonaldTrump,"Thank you Columbus, Ohio! https://t.co/D0tok8j6jj"
5505,704751393991737345,realDonaldTrump,The people of South Carolina are embarrassed by Nikki Haley!
5508,704626119836901376,realDonaldTrump,"Got the endorsement of Brian France and @NASCAR yesterday in Georgia. Also, many of the sports great drivers. Thank you Nascar and Georgia!"
5509,704482268765622272,realDonaldTrump,"Thank you Georgia! 15,000 amazing supporters tonight! Everyone get out &amp; #VoteTrump tomorrow! #SuperTuesday https://t.co/jNA5YON6hA"
5510,704481336682266624,realDonaldTrump,"Great news- Former Mayor of Dallas, Tom Leppert, has just endorsed me! Thank you! Tomorrow is a big day- VOTE! #VoteTrump #SuperTuesday"
5511,704466049912143872,realDonaldTrump,"Thank you Brian France, Bill Elliott, @chaseelliott, @DavidRagan, &amp; @RyanJNewman! #NASCAR #Trump2016 #VoteTrump
https://t.co/6UDcvm1GB2"
5512,704440884029493248,realDonaldTrump,"Phony Rubio commercial. I could have settled, but won't out of principle! See student surveys. https://t.co/KKHiBH554d"
5513,704438057202819072,realDonaldTrump,Trump University has a 98% approval rating. I could have settled but won't out of principle!
5514,704392435829493764,realDonaldTrump,"Thank you Virginia! 15,000 amazing supporters! Everyone get out and #VoteTrump tomorrow! https://t.co/Zg0OhOdtkV"
5515,704379918222696449,realDonaldTrump,My wife @MELANIATRUMP will be joining @andersoncooper @AC360 tonight at 8pmE on @CNN. Enjoy! https://t.co/aTIXHgK32N
5516,704342660933427201,realDonaldTrump,"Governor Alejandro García Padilla said presidential hopeful Sen. Marco Rubio “is no friend of Puerto Rico."" https://t.co/I6mhYnAcZ3"
5517,704339457974132736,realDonaldTrump,#Trump2016 #TrumpInstagram: https://t.co/tzHtny48nQ https://t.co/BpKZcISeKi
5518,704332561296855040,realDonaldTrump,"I am self funding my campaign and only work for YOU, the American people!
#Trump2016 Video: https://t.co/8hDC0YUobe https://t.co/o0EB479uEF"
5519,704324651384762368,realDonaldTrump,"""Hillary could lose to Trump in Democratic New York""
#MakeAmericaGreatAgain #Trump2016
https://t.co/fQR48CVIbt"
5520,704312346706124800,realDonaldTrump,"Join me in Columbus, Ohio tomorrow!
#MakeAmericaGreatAgain #Trump2016
https://t.co/yFhZd55GD9"
5521,704285794643668992,realDonaldTrump,Thank you America! Get out &amp; VOTE tomorrow! #Trump2016 #MakeAmericaGreatAgain https://t.co/ypLELkprpu https://t.co/XKU8R5b8Lo
5522,704284013461180416,realDonaldTrump,"My sons, Don and Eric, are on @foxandfriends now 7:35. Great kids, enjoy!"
5523,704111284095225856,realDonaldTrump,"Thank you @SenatorSessions!
#MakeAmericaGreatAgain #Trump2016
https://t.co/Szs0QF88HR https://t.co/UL6t60TTjP"
5524,704100078743625729,realDonaldTrump,"THANK YOU ALABAMA! 32,000 supporters tonight. Get out &amp; VOTE on Tuesday! WE WILL MAKE AMERICA GREAT AGAIN! https://t.co/rOkldN7dat"
5525,704064261413273601,realDonaldTrump,Our law enforcement officers deserve our appreciation for the incredible job they do. Video: https://t.co/c4WjtoGpKT https://t.co/Z0XnapOu84
5526,704062727082385409,realDonaldTrump,I will be making a big surprise announcement to the massive crowd assembled in Huntsville/Madison Alabama! Landing now! #Trump2016
5527,704026393865265156,realDonaldTrump,Phylis Schlafly: 'Marco Rubio Betrayed Us All' https://t.co/nmXmLDQuaa
5528,704023054813433856,realDonaldTrump,"Little Marco Rubio treated America's ICE officers ""like absolute trash"" in order to pass Obama's amnesty. https://t.co/gm2wurLjFz"
